location,n_peak,peak_magnitude_norm,hosp_patients_norm,icu_patients_norm,total_tests_norm,new_tests_norm,total_cases_norm,mask_use,mobility,vaccination_1_dose,vaccination_full,reproduction_rate,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
Cyprus,3,0.034915093219345876,2.2432910530633197,0.5468719482592174,124.57053253051043,53.63809353742446,1252.6715810737662,45.32,-11.0,569639.0,504059.0,0.8,0.0084,119.7,56.48,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,80.98,0.887
Cyprus,4,0.05602388652965106,1.9531141009257762,0.15624912807406208,272.8004531224714,109.01613272247366,3328.4970507977073,49.79,-15.0,691471.0,642668.0,0.96,0.0241,41.5,38.89,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,80.98,0.887
Czechia,1,0.18334413769972513,7.592857250087719,1.130117031451101,1.9743937113276422,3.8192734000195623,376.23665993351887,57.75,-38.0,,,0.9,0.302,3.3,73.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,79.38,0.9
Czechia,2,0.1964609320313863,8.40314743187898,1.7091621441005513,8.908686450614772,19.173293283179262,1283.9677327344086,58.0,-43.0,779853.0,303889.0,0.98,0.067,14.9,81.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,79.38,0.9
Czechia,3,0.10614797922113864,6.217508552570909,0.8998044021042183,41.953565803628365,4.478415091053212,2089.3374297278406,36.23,-7.0,6724767.0,6321281.0,0.96,0.145,6.9,52.78,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,79.38,0.9
Democratic Republic of Congo,1,0.0017784057805720077,,,,,1.7362361634513226,33.82,1.0,0.0,0.0,1.15,,,26.85,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,60.68,0.48
Denmark,1,0.024190301656442415,0.8016098251905716,0.21846448025579954,0.11108660792093718,1.0923224012789976,8.723097475410704,0.56,-55.0,,,1.2,0.0638,15.7,72.22,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,80.9,0.94
Denmark,2,0.050818405873288536,1.3623926642723878,0.22190486577163893,20.19842079424052,17.358121081615923,322.2265074135147,18.4,-49.0,146107.0,17.0,0.71,0.0158,63.2,70.37,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,80.9,0.94
Denmark,3,0.07163936320528333,2.6766199313230246,0.06364713204302822,108.54901396830924,7.922347746599093,4926.740430825716,3.1,-16.0,4852394.0,4561250.0,0.7,0.2783,3.6,13.89,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,80.9,0.94
Djibouti,1,0.013239751905064575,,,,,43.6341358036394,35.66,-19.0,,,0.63,,,59.26,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,67.11,0.524
Djibouti,2,0.027793173088724074,,,,,101.79635341155482,31.72,-7.0,9748.0,0.0,0.82,,,37.96,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,67.11,0.524
Djibouti,3,0.009179825124202127,,,,,128.41786594851112,35.69,16.0,49631.0,26284.0,0.88,,,43.52,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,67.11,0.524
Dominican Republic,1,0.01882948673847062,,,0.34684947954638945,0.3476446436341135,87.30098302730927,88.09,-31.0,,,0.98,0.1435,7.0,78.7,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,74.08,0.756
Dominican Republic,2,0.018933112184597846,,,0.990283295693132,0.7125437089191848,199.88471490126545,85.97,-30.0,0.0,0.0,0.92,0.2019,5.0,70.37,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,74.08,0.756
Egypt,1,0.008064383282306074,,,,,5.71282905776917,46.38,-34.0,,,1.0,,,71.3,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,71.99,0.707
Egypt,2,0.005889628602039624,,,,,22.553594208355175,41.46,-18.0,1025850.0,231087.0,1.09,,,65.74,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,71.99,0.707
Egypt,3,0.005949700545261963,,,,,33.17221846462201,28.19,19.0,22584248.0,13926087.0,1.04,,,43.52,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,71.99,0.707
Egypt,4,0.005402046755459638,,,,,43.43259795450199,25.52,21.0,39645071.0,29052499.0,1.01,,,43.52,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,71.99,0.707
El Salvador,1,0.016083710332131625,,,0.38171818669939406,0.3744726547518601,28.68911559407839,88.22,-51.0,,,1.02,0.168,6.0,89.81,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,73.32,0.673
El Salvador,2,0.015445194922144667,,,1.0169348776559024,0.37385901664493365,78.90925826493825,88.3,-6.0,0.0,0.0,1.0,0.13,7.7,47.22,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,73.32,0.673
El Salvador,3,0.017233545508936104,,,,,134.23026769962414,84.51,14.0,2904060.0,1497789.0,0.88,,,32.41,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,73.32,0.673
El Salvador,4,0.021626991025542688,,,1.452171511850886,0.3844442739894148,164.66211551737362,83.07,21.0,4168284.0,3530340.0,0.32,0.135,7.4,31.48,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,73.32,0.673
El Salvador,5,0.011248591395259647,,,2.0047342179949377,0.7148883945693028,207.270077471811,81.51,32.0,4554487.0,4223187.0,0.3,0.198,5.1,32.41,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,73.32,0.673
Estonia,1,0.08296479405186283,5.478467960772359,0.5433191366055231,8.552024316549803,3.332357371180542,775.2711313413644,62.24,-38.0,193476.0,65914.0,0.85,0.1991,5.0,61.11,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,78.74,0.892
Estonia,2,0.08066622660331968,4.497475075234608,0.42258155069318465,16.58517885764133,6.4353133291276405,1529.058518489452,52.7,-15.0,806640.0,758242.0,0.95,0.2161,4.6,32.41,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,78.74,0.892
Estonia,3,0.06945887070362847,4.912510526808272,0.1660141806294654,23.635023860765415,6.488890632876241,3766.1297868679767,67.27,-17.0,857939.0,806463.0,0.8,0.5939,1.7,54.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,78.74,0.892
Eswatini,1,0.11665865721458005,,,,,119.56133265209162,53.14,-29.0,0.0,0.0,0.98,,,75.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,60.19,0.611
Eswatini,2,0.09105024177541371,,,,,347.27973871707627,53.14,6.0,135171.0,124628.0,0.75,,,62.96,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,60.19,0.611
Eswatini,3,0.0335021590045455,,,,,565.0183517305559,53.14,54.0,335457.0,301950.0,0.54,,,60.19,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,60.19,0.611
Ethiopia,1,0.0016109469198649098,,,0.057062990801894184,0.18091858488920404,2.889301868215564,59.42,-10.0,,,1.41,0.0652,15.3,80.56,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,66.6,0.485
Ethiopia,2,0.0024050437948361187,,,0.2087688148414253,0.06448289241971489,19.725097069191886,61.55,-8.0,590371.0,272000.0,0.95,0.2427,4.1,43.52,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,66.6,0.485
Ethiopia,3,0.003556344712800697,,,,,29.44478388712581,46.01,16.0,2856031.0,2684669.0,0.9,0.1494,6.7,43.52,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,66.6,0.485
Ethiopia,4,0.0012589176803132465,,,,,38.796796904576844,41.21,20.0,9477548.0,8908895.0,0.63,0.2438,4.1,40.74,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,66.6,0.485
Finland,1,0.061662163835410136,1.371576218634656,0.039651349290358004,19.390331667315806,0.8314167012564612,1843.8111723444094,43.39,1.0,4512006.0,4241285.0,0.82,0.352,2.8,26.85,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,81.91,0.938
France,1,0.11434732459731245,4.613924238379164,1.0196968348610245,,,8.384503574500904,29.85,-81.0,,,0.94,,,87.96,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,82.66,0.901
France,2,0.08665132203138443,4.901960784313726,0.7237993533268072,3.5511112099908044,0.39420367239180093,299.85271869716115,78.68,-51.0,,,0.8,0.106,9.4,78.7,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,82.66,0.901
France,3,0.044320556806383665,4.9467532852778024,0.5272759633354098,35.68616282519059,8.981237578238558,3128.294770253033,54.39,-12.0,53971493.0,50733203.0,0.71,0.281,3.6,72.22,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,82.66,0.901
Gabon,1,0.005068471631702071,,,,,19.044869097242486,86.45,-23.0,,,1.02,,,84.26,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,66.47,0.703
Gabon,2,0.005170431774389391,,,,,74.3583656342797,62.63,-18.0,0.0,0.0,1.17,,,65.74,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,66.47,0.703
Gabon,3,0.008670219783932889,,,,,155.89146882017036,81.25,8.0,133149.0,100155.0,0.98,0.029,34.5,51.85,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,66.47,0.703
Gambia,1,0.017400941210010547,,,,,6.7914868772309065,53.26,-9.0,,,1.2,,,77.78,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,62.05,0.496
Gambia,2,0.015391702946234665,,,0.394449075308301,,37.46777662642842,42.3,16.0,156852.0,134838.0,0.82,0.1516,6.6,43.06,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,62.05,0.496
Georgia,1,0.1074876686936667,,,0.4446535015941864,4.508548603148974,498.48823035886716,70.74,-40.0,0.0,0.0,0.8,0.2078,4.8,84.26,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,73.77,0.812
Georgia,2,0.058239341942367066,,,7.806545750222438,7.458968137127418,835.326537468343,57.86,-4.0,78228.0,15077.0,0.91,0.0372,26.9,64.81,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,73.77,0.812
Georgia,3,0.17988503321671864,,,16.18074447964746,10.990827868825685,1381.5134682304745,45.92,-11.0,812997.0,408663.0,0.84,0.0972,10.3,50.93,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,73.77,0.812
Georgia,4,0.18465415369168042,,,23.16270048568097,9.753571372035541,1970.190259595208,40.83,0.0,1095027.0,967676.0,0.96,0.096,10.4,47.22,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,73.77,0.812
Germany,1,0.025147776178753516,,0.34362143211329527,,,15.951042753979294,40.25,-49.0,,,0.74,,,76.85,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,81.33,0.947
Germany,2,0.10077314569545145,,0.6179941468981742,,,232.82658329772664,60.41,-48.0,938534.0,2205.0,0.95,,,83.33,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,81.33,0.947
Germany,3,0.043466241530396174,,0.5870050479216022,,,778.4945569614264,53.5,-12.0,61001408.0,57341324.0,0.89,,,63.89,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,81.33,0.947
Germany,4,0.03100269607544873,,0.26364571898529626,14.578979300366502,,2582.6645240167963,41.91,-11.0,64034776.0,60192689.0,0.97,0.516,1.9,33.33,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,81.33,0.947
Ghana,1,0.001160863077635386,,,0.08746655755327849,0.22847506476716595,4.460463540295816,54.94,-14.0,,,1.2,0.1015,9.9,56.48,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,64.07,0.611
Ghana,2,0.0027602644030050557,,,0.2640620257172794,0.1627687875203327,23.180607364246104,71.44,-15.0,0.0,0.0,1.11,0.1333,7.5,38.89,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,64.07,0.611
Ghana,3,0.0021499108565930405,,,0.5090011612205775,0.17364104922304613,36.883753903929794,56.29,7.0,865422.0,623993.0,1.05,0.1089,9.2,44.44,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,64.07,0.611
Ghana,4,0.0010943213417644098,,,,,49.055959940663286,44.17,16.0,7091109.0,3615614.0,0.96,0.0576,17.4,51.85,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,64.07,0.611
Greece,1,0.09355223015275563,,,2.5241026514290628,2.9817524234271646,103.62802216658068,89.95,-52.0,0.0,0.0,0.87,0.0698,14.3,80.56,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,82.24,0.888
Greece,2,0.07624520740887808,,,7.177534077342741,10.560087908807342,302.23859477046346,85.99,-34.0,1721650.0,770197.0,0.98,0.0513,19.5,87.96,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,82.24,0.888
Greece,3,0.09950418325700164,,,54.802499762071136,17.159805364068763,1852.3178706413337,73.07,-23.0,7753821.0,7288592.0,0.96,0.0735,13.6,77.78,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,82.24,0.888
Guatemala,1,0.02096950262325185,,,0.05201517073986508,0.17797389000293043,16.297104176315138,89.91,-52.0,,,1.19,0.3334,3.0,96.3,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,74.3,0.663
Guatemala,2,0.032965755834507955,,,1.234411668073435,0.12509679522065584,267.34330352416794,84.91,-8.0,3487476.0,1452326.0,0.97,0.318,3.1,66.2,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,74.3,0.663
Guatemala,3,0.012802225391438448,,,2.1181583340767176,0.8228004717623163,415.5114984941261,75.12,10.0,7137663.0,5550280.0,0.96,0.2664,3.8,61.57,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,74.3,0.663
Guatemala,4,0.01138283435803481,,,,,469.3601071525558,65.95,17.0,8499066.0,6447028.0,1.1,,,37.5,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,74.3,0.663
Guinea,1,0.0010130713174852008,,,,,14.448142238296622,53.08,0.0,0.0,2652.0,1.03,,,61.11,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,61.6,0.477
Guinea,2,0.0031338758917843702,,,,,19.981126507595594,48.75,18.0,590168.0,342847.0,1.14,,,64.81,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,61.6,0.477
Guinea,3,0.0009220979027040867,,,,,26.855866871123325,44.41,36.0,3392333.0,1875293.0,0.58,,,60.19,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,61.6,0.477
Guinea-Bissau,1,0.0028633135262392767,,,,,7.72020699680971,38.84,-14.0,,,1.02,,,,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,58.32,0.48
Guinea-Bissau,2,0.003374934301832309,,,,,17.936085021508415,58.92,0.0,0.0,0.0,0.8,,,,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,58.32,0.48
Guinea-Bissau,3,0.009445190306079414,,,,,27.377957717478132,58.92,16.0,28097.0,2949.0,1.0,,,,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,58.32,0.48
Guinea-Bissau,4,0.0028638918942788106,,,,,38.94338349483252,58.92,36.0,498454.0,330085.0,0.83,,,,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,58.32,0.48
Guyana,1,0.02378295513640522,,,,,40.337631543319304,54.01,-30.0,,,1.01,,,80.56,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,69.91,0.682
Guyana,2,0.04434635755489169,,,,,212.84806707080216,48.39,-17.0,198845.0,64579.0,0.98,0.1209,8.3,60.19,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,69.91,0.682
Guyana,3,0.07577503401747879,,,,,367.84680810143624,48.39,-13.0,346136.0,177300.0,1.12,0.2649,3.8,78.7,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,69.91,0.682
Guyana,4,0.06601972063533033,,,5.601401441678085,,703.858772738948,48.39,-3.0,422813.0,306831.0,1.07,0.3388,3.0,77.78,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,69.91,0.682
Haiti,1,0.004697650775887711,,,,,15.89109664509067,61.7,-10.0,0.0,0.0,1.12,,,50.93,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,64.0,0.51
Haiti,2,0.006027550190037275,,,,,25.406173432418825,40.87,18.0,144489.0,94505.0,0.84,0.2326,4.3,43.52,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,64.0,0.51
Honduras,1,0.03144437151607166,,,,,39.0301335765479,84.27,-47.0,,,1.08,,,96.3,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,75.27,0.634
Honduras,2,0.04334678744715539,,,,,217.91526458229032,84.28,-15.0,99615.0,5179.0,1.05,,,78.7,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,75.27,0.634
Honduras,3,0.037450161134946515,,,,,304.02085105089003,81.4,-8.0,2027673.0,502915.0,1.03,,,78.7,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,75.27,0.634
Honduras,4,0.014002680514367793,,,,,405.8990793396081,73.14,6.0,5211886.0,4561876.0,0.6,,,34.26,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,75.27,0.634
Hong Kong,1,0.352125495577799,,,,,1180.0484588496981,84.28,-39.0,6425394.0,5410982.0,,,,75.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hungary,1,0.1665173047744059,7.936341531313257,,2.0067080042872436,2.619740045890862,291.04762822132324,80.99,-8.0,0.0,0.0,0.85,0.1738,5.8,72.22,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,76.88,0.854
Hungary,2,0.2586565189582654,12.105879058292771,,4.54089416391379,3.1163063274211082,725.0137583320687,83.61,-21.0,2708933.0,1126139.0,0.81,0.2089,4.8,70.37,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,76.88,0.854
Hungary,3,0.18706719204015876,7.74639247295198,,,,1177.9633765759804,55.27,12.0,6176566.0,5805972.0,0.96,0.2647,3.8,35.19,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,76.88,0.854
Iceland,1,0.010357041692878372,1.165968893034556,,0.8374097051996789,5.301091129959436,43.005271264018745,26.96,-63.0,,,0.76,,,53.7,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,82.99,0.949
Iceland,2,0.022701959757803855,2.115013340853381,,5.289756827696913,4.026660014317013,136.6352849302588,64.6,-31.0,,,0.65,,,52.78,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,82.99,0.949
Iceland,3,0.040308140415193386,2.711555565196642,,33.54343369704332,8.338033362979674,4298.710384173192,43.33,-13.0,286276.0,269099.0,0.89,,,11.11,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,82.99,0.949
India,1,0.008212880503122159,,,0.4184864000375689,0.769942618851962,36.02932721909519,67.96,-33.0,,,1.05,0.0849,11.8,85.65,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,69.66,0.645
India,2,0.02916683643316097,,,,,179.16822992204615,81.42,-65.0,146179673.0,40920466.0,0.86,0.185,5.4,81.94,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,69.66,0.645
India,3,0.007078386304676697,,,5.2690387144921,1.2577986495656657,301.07966150955764,62.7,-3.0,889378290.0,701166935.0,0.63,0.1106,9.0,81.94,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,69.66,0.645
Indonesia,1,0.010151716763389879,,,,,36.15753130096263,76.83,-30.0,161959.0,2734.0,1.08,,,64.35,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,71.72,0.718
Indonesia,2,0.060197922405973145,,,0.6504346396832545,0.407657660689328,124.4888457589513,77.93,-29.0,47481533.0,20673079.0,0.89,0.2517,4.0,71.76,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,71.72,0.718
Indonesia,3,0.01041094999718268,,,2.074584131725186,0.7831690537477634,207.1146681103395,66.92,-6.0,191838793.0,147280509.0,0.74,0.1547,6.5,68.98,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,71.72,0.718
Iran,1,0.015915519384264807,,,,,4.164238076622546,22.98,-52.0,,,1.73,,,57.41,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,76.68,0.783
Iran,2,0.024781603459817596,,,,,33.969565121260146,48.75,-21.0,,,1.01,0.0956,10.5,58.8,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,76.68,0.783
Iran,3,0.05441670577108264,,,0.6569707708309518,0.47862629068094137,92.73015389145978,52.72,-16.0,,,1.21,0.3,3.3,70.83,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,76.68,0.783
Iran,4,0.04740769325578781,,,1.8009973331376348,,284.2838117361702,54.56,-14.0,669577.0,178659.0,0.92,0.1926,5.2,81.48,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,76.68,0.783
Iran,5,0.07278450251420815,,,3.331822079964473,1.3741350573617679,568.411793844812,45.71,6.0,17612039.0,6856443.0,1.01,0.3271,3.1,70.83,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,76.68,0.783
Iran,6,0.024573257965892954,,,,,824.6541523126999,38.93,21.0,62773100.0,55293457.0,0.66,0.2137,4.7,62.04,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,76.68,0.783
Iraq,1,0.024368146209977907,,,0.14081353540515973,0.2956821733300265,13.60390551079836,41.78,-36.0,,,1.12,0.1874,5.3,92.59,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,70.6,0.674
Iraq,2,0.009518696698255395,,,2.204244063972742,1.0140276372981205,248.98109734658033,36.87,5.0,301615.0,60979.0,1.0,0.1757,5.7,71.76,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,70.6,0.674
Iraq,3,0.017482126318600796,,,3.391645487564872,0.5653075979754999,441.83673511513086,33.62,39.0,2812449.0,1579260.0,0.79,0.1992,5.0,75.93,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,70.6,0.674
Iraq,4,0.005993869968956044,,,,,551.616512848879,24.5,71.0,9552771.0,6536646.0,0.67,0.2016,5.0,64.81,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,70.6,0.674
Ireland,1,0.10352726219489679,1.4890915016624844,0.24684400903569487,0.24494351085230623,0.9775424130185931,35.33481680562178,7.69,-73.0,,,0.92,0.18,5.6,90.74,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,82.3,0.955
Ireland,2,0.10275509082655414,3.1146496099463286,0.42344785289863096,6.103565310509694,4.4036569839595545,389.11446016218656,73.79,-61.0,155863.0,38431.0,0.64,0.07,14.3,87.96,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,82.3,0.955
Israel,1,0.0385960651921214,2.0008610483263376,0.3035195350339038,4.161022494887526,5.04176084382736,307.9270261543429,81.42,-50.0,,,0.72,0.105,9.5,85.19,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,82.97,0.919
Israel,2,0.06004156539662039,2.4916585943386074,0.4262189215369713,10.88843073942525,5.700139920353029,642.9910666236142,83.3,-49.0,2693541.0,1164899.0,0.93,0.093,10.8,85.19,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,82.97,0.919
Israel,3,0.028374552889893444,1.4487138090625338,0.22710149607146699,24.849650199117423,19.359918200409,1202.8802066515982,58.59,-11.0,6096655.0,5547900.0,0.97,0.068,14.7,59.26,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,82.97,0.919
Israel,4,0.06141768219782585,3.7326444946722637,0.375632332364654,47.63166828113228,16.15068345710903,3348.724572166613,57.06,-18.0,6742379.0,6109571.0,0.8,0.265,3.8,56.48,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,82.97,0.919
Italy,1,0.12105755646116102,5.183586372203665,0.6470372098244764,0.07521103542667872,0.40591397310647653,16.18239067858251,60.93,-79.0,,,1.06,0.1971,5.1,85.19,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,83.51,0.892
Italy,2,0.11856411783425548,6.068168732793196,0.6216924343244394,3.61363075819426,2.930949351845467,262.58810808887455,92.97,-40.0,,,0.81,0.1236,8.1,82.41,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,83.51,0.892
Italy,3,0.07289973055190602,5.38733848896867,0.6190420002852198,8.49842425898544,1.7028210441348455,609.4249003739117,90.67,-40.0,8028059.0,3561767.0,0.82,0.0653,15.3,83.33,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,83.51,0.892
Italy,4,0.06093015218411254,3.515800753024754,0.2630555783925419,28.05074342107192,16.556764486622274,1792.5837906974768,82.02,-17.0,50398358.0,46014053.0,0.83,0.1473,6.8,76.85,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,83.51,0.892
Jamaica,1,0.013059630003679214,,,0.2600873998053448,0.21725517259006505,20.235671416012714,72.24,-26.0,,,1.02,0.2319,4.3,75.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,74.47,0.734
Jamaica,2,0.025576817097376726,,,,,159.39668978450038,34.13,-22.0,147915.0,10184.0,0.86,0.0571,17.5,76.85,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,74.47,0.734
